household_type,income_group,year,federal_taxes,individual_inc_tax,payroll_taxes,corporate_inc_tax,excise_taxes
hh_with_children,lowest_quintile,1982,3100,400,2300,200,400
hh_with_children,lowest_quintile,1983,3100,300,2200,200,500
hh_with_children,lowest_quintile,1984,3700,400,2500,200,600
hh_with_children,lowest_quintile,1985,3600,400,2500,200,500
hh_with_children,lowest_quintile,1986,3400,300,2400,200,500
hh_with_children,lowest_quintile,1987,2700,-100,2200,200,400
hh_with_children,lowest_quintile,1988,2800,-300,2400,200,400
hh_with_children,lowest_quintile,1989,2700,-500,2500,200,400
hh_with_children,lowest_quintile,1990,3300,-200,2800,200,500
hh_with_children,lowest_quintile,1991,3300,-400,2900,200,500
hh_with_children,lowest_quintile,1992,3200,-500,2900,300,500
hh_with_children,lowest_quintile,1993,3300,-600,3000,300,600
hh_with_children,lowest_quintile,1994,2900,-1100,3000,300,600
hh_with_children,lowest_quintile,1995,3000,-1300,3400,400,600
hh_with_children,lowest_quintile,1996,2800,-1500,3300,400,600
hh_with_children,lowest_quintile,1997,3100,-1500,3600,400,600
hh_with_children,lowest_quintile,1998,3000,-1900,3800,400,700
hh_with_children,lowest_quintile,1999,3200,-1800,3900,400,700
hh_with_children,lowest_quintile,2000,3100,-1700,3800,300,600
hh_with_children,lowest_quintile,2001,2200,-2300,3700,200,600
hh_with_children,lowest_quintile,2002,2100,-2500,3800,200,600
hh_with_children,lowest_quintile,2003,1900,-2500,3600,300,600
hh_with_children,lowest_quintile,2004,1800,-2600,3600,300,500
hh_with_children,lowest_quintile,2005,1800,-2900,3700,400,600
hh_with_children,lowest_quintile,2006,1900,-2900,3800,500,600
hh_with_children,lowest_quintile,2007,1900,-3200,4200,400,500
hh_with_children,lowest_quintile,2008,200,-4600,4000,300,500
hh_with_children,lowest_quintile,2009,-200,-4700,3800,200,500
hh_with_children,lowest_quintile,2010,0,-4500,3700,300,500
hh_with_children,lowest_quintile,2011,100,-4100,3400,300,600
hh_with_children,lowest_quintile,2012,100,-3900,3200,300,500
hh_with_children,lowest_quintile,2013,600,-4100,3900,300,600
hh_with_children,lowest_quintile,2014,800,-4100,3900,400,600
hh_with_children,lowest_quintile,2015,900,-4300,4200,300,600
hh_with_children,lowest_quintile,2016,1100,-4100,4300,300,600
hh_with_children,lowest_quintile,2017,1000,-4100,4300,200,500
hh_with_children,lowest_quintile,2018,400,-4900,4500,200,500
hh_with_children,lowest_quintile,2019,800,-4700,4800,200,500
hh_with_children,lowest_quintile,2020,-4000,-9100,4400,200,400
hh_with_children,lowest_quintile,2021,-7000,-11900,4400,200,400
hh_with_children,second_quintile,1979,9400,2900,5000,800,600
hh_with_children,second_quintile,1980,8900,3000,4800,600,500
hh_with_children,second_quintile,1981,9600,3300,5200,500,500
hh_with_children,second_quintile,1982,8800,2900,5100,300,500
hh_with_children,second_quintile,1983,8500,2600,5000,400,600
hh_with_children,second_quintile,1984,9600,2800,5600,500,700
hh_with_children,second_quintile,1985,9500,2700,5700,400,700
hh_with_children,second_quintile,1986,9800,2800,5800,400,700
hh_with_children,second_quintile,1987,9100,2200,5700,600,700
hh_with_children,second_quintile,1988,9500,2200,6100,600,700
hh_with_children,second_quintile,1989,9300,2100,6100,500,600
hh_with_children,second_quintile,1990,9900,2400,6400,500,600
hh_with_children,second_quintile,1991,9200,2000,6100,500,700
hh_with_children,second_quintile,1992,8900,1800,5900,500,700
hh_with_children,second_quintile,1993,8900,1600,5900,600,800
hh_with_children,second_quintile,1994,8700,1300,5900,600,800
hh_with_children,second_quintile,1995,9200,1400,6300,700,900
hh_with_children,second_quintile,1996,9000,1200,6300,700,800
hh_with_children,second_quintile,1997,9500,1400,6600,700,800
hh_with_children,second_quintile,1998,9200,800,6900,600,800
hh_with_children,second_quintile,1999,9600,900,7200,700,1000
hh_with_children,second_quintile,2000,9400,800,7100,600,900
hh_with_children,second_quintile,2001,8300,-100,7100,400,800
hh_with_children,second_quintile,2002,7700,-400,6900,400,800
hh_with_children,second_quintile,2003,7000,-1200,6800,500,800
hh_with_children,second_quintile,2004,7200,-1100,6900,600,800
hh_with_children,second_quintile,2005,7200,-1400,7000,800,800
hh_with_children,second_quintile,2006,7400,-1300,7100,900,700
hh_with_children,second_quintile,2007,8000,-1000,7600,800,600
hh_with_children,second_quintile,2008,5500,-2900,7300,500,600
hh_with_children,second_quintile,2009,4900,-3000,7000,400,600
hh_with_children,second_quintile,2010,4900,-3000,6800,500,700
hh_with_children,second_quintile,2011,5000,-2100,6000,500,700
hh_with_children,second_quintile,2012,5000,-2200,5900,500,700
hh_with_children,second_quintile,2013,6300,-2100,7000,600,700
hh_with_children,second_quintile,2014,6700,-2000,7200,700,800
hh_with_children,second_quintile,2015,7000,-2100,7600,600,800
hh_with_children,second_quintile,2016,7400,-1700,7700,600,800
hh_with_children,second_quintile,2017,7400,-1600,7900,500,700
hh_with_children,second_quintile,2018,6300,-3000,8100,400,700
hh_with_children,second_quintile,2019,7400,-2500,8700,400,700
hh_with_children,second_quintile,2020,1400,-8000,8300,400,600
hh_with_children,second_quintile,2021,-2100,-11200,8100,500,500
hh_with_children,middle_quintile,1979,15900,6500,7400,1200,800
hh_with_children,middle_quintile,1980,15600,6800,7200,1000,700
hh_with_children,middle_quintile,1981,16500,7300,7900,800,600
hh_with_children,middle_quintile,1982,15600,6600,7900,500,600
hh_with_children,middle_quintile,1983,15100,5900,7800,600,700
hh_with_children,middle_quintile,1984,16300,6200,8500,700,800
hh_with_children,middle_quintile,1985,16500,6100,8900,700,800
hh_with_children,middle_quintile,1986,17000,6300,9300,700,800
hh_with_children,middle_quintile,1987,16400,5400,9200,900,800
hh_with_children,middle_quintile,1988,17000,5500,9700,900,800
hh_with_children,middle_quintile,1989,17100,5600,9800,900,800
hh_with_children,middle_quintile,1990,17100,5600,9900,900,800
hh_with_children,middle_quintile,1991,17000,5400,9800,800,900
hh_with_children,middle_quintile,1992,16400,5100,9600,800,900
hh_with_children,middle_quintile,1993,16500,5000,9600,900,900
hh_with_children,middle_quintile,1994,16800,5000,9800,1000,1000
hh_with_children,middle_quintile,1995,17100,5000,10000,1100,1000
hh_with_children,middle_quintile,1996,17200,5000,10100,1100,900
hh_with_children,middle_quintile,1997,17800,5300,10400,1200,900
hh_with_children,middle_quintile,1998,17700,4700,10900,1100,1000
hh_with_children,middle_quintile,1999,18300,4800,11400,1100,1100
hh_with_children,middle_quintile,2000,18200,4800,11400,1100,1000
hh_with_children,middle_quintile,2001,16900,3700,11500,700,1000
hh_with_children,middle_quintile,2002,15800,3200,10900,700,1000
hh_with_children,middle_quintile,2003,14600,2100,10700,900,900
hh_with_children,middle_quintile,2004,15100,2200,10900,1100,900
hh_with_children,middle_quintile,2005,15700,2300,11100,1400,900
hh_with_children,middle_quintile,2006,16100,2400,11300,1500,800
hh_with_children,middle_quintile,2007,16600,2800,11700,1400,800
hh_with_children,middle_quintile,2008,13700,600,11500,800,700
hh_with_children,middle_quintile,2009,12900,500,11000,600,700
hh_with_children,middle_quintile,2010,13200,700,10800,900,800
hh_with_children,middle_quintile,2011,12900,1800,9400,800,800
hh_with_children,middle_quintile,2012,13000,1900,9400,900,800
hh_with_children,middle_quintile,2013,15000,2100,11000,1000,800
hh_with_children,middle_quintile,2014,15700,2100,11400,1200,1000
hh_with_children,middle_quintile,2015,16400,2500,11800,1100,1000
hh_with_children,middle_quintile,2016,16600,2600,12000,1100,900
hh_with_children,middle_quintile,2017,16900,3000,12300,800,800
hh_with_children,middle_quintile,2018,15800,1400,12700,800,900
hh_with_children,middle_quintile,2019,16800,1900,13300,800,900
hh_with_children,middle_quintile,2020,10600,-3900,13000,700,800
hh_with_children,middle_quintile,2021,7900,-6600,13000,900,600
hh_with_children,fourth_quintile,1979,23000,11000,9200,1900,900
hh_with_children,fourth_quintile,1980,22900,11600,9000,1500,800
hh_with_children,fourth_quintile,1981,24400,12400,10100,1200,700
hh_with_children,fourth_quintile,1982,22800,11200,10200,700,700
hh_with_children,fourth_quintile,1983,22500,10300,10400,1000,900
hh_with_children,fourth_quintile,1984,24000,10500,11400,1100,1000
hh_with_children,fourth_quintile,1985,24200,10400,11800,1000,1000
hh_with_children,fourth_quintile,1986,25300,10900,12300,1100,900
hh_with_children,fourth_quintile,1987,24900,10000,12500,1400,900
hh_with_children,fourth_quintile,1988,25600,10100,13100,1400,900
hh_with_children,fourth_quintile,1989,25900,10400,13300,1400,900
hh_with_children,fourth_quintile,1990,26100,10400,13500,1300,900
hh_with_children,fourth_quintile,1991,25600,9900,13500,1200,1000
hh_with_children,fourth_quintile,1992,25600,9800,13500,1300,1100
hh_with_children,fourth_quintile,1993,25900,9800,13600,1500,1100
hh_with_children,fourth_quintile,1994,26700,9900,13900,1600,1200
hh_with_children,fourth_quintile,1995,27300,10100,14200,1800,1200
hh_with_children,fourth_quintile,1996,27800,10400,14600,1800,1100
hh_with_children,fourth_quintile,1997,28800,10900,15000,1900,1100
hh_with_children,fourth_quintile,1998,29300,10800,15700,1700,1100
hh_with_children,fourth_quintile,1999,30100,11000,16100,1800,1300
hh_with_children,fourth_quintile,2000,30800,11400,16400,1800,1200
hh_with_children,fourth_quintile,2001,28900,10000,16500,1200,1200
hh_with_children,fourth_quintile,2002,27400,9300,15900,1100,1100
hh_with_children,fourth_quintile,2003,25800,7400,15900,1400,1100
hh_with_children,fourth_quintile,2004,26600,7700,16000,1800,1100
hh_with_children,fourth_quintile,2005,27600,8000,16200,2300,1100
hh_with_children,fourth_quintile,2006,28300,8300,16500,2600,1000
hh_with_children,fourth_quintile,2007,29200,9000,17000,2300,900
hh_with_children,fourth_quintile,2008,25800,6800,16800,1300,900
hh_with_children,fourth_quintile,2009,24700,6500,16300,1100,800
hh_with_children,fourth_quintile,2010,25500,7000,16300,1400,800
hh_with_children,fourth_quintile,2011,24900,8500,14200,1400,900
hh_with_children,fourth_quintile,2012,25800,8900,14400,1500,900
hh_with_children,fourth_quintile,2013,29300,9500,17000,1800,1000
hh_with_children,fourth_quintile,2014,30300,9900,17200,2000,1100
hh_with_children,fourth_quintile,2015,31700,10700,17900,1900,1200
hh_with_children,fourth_quintile,2016,31900,11000,18000,1800,1100
hh_with_children,fourth_quintile,2017,32400,11600,18500,1400,1000
hh_with_children,fourth_quintile,2018,31100,9800,18900,1300,1100
hh_with_children,fourth_quintile,2019,32500,10500,19600,1300,1100
hh_with_children,fourth_quintile,2020,27000,5100,19700,1300,1000
hh_with_children,fourth_quintile,2021,26000,4100,19700,1400,800
hh_with_children,highest_quintile,1979,49800,30500,10200,7900,1300
hh_with_children,highest_quintile,1980,49200,31400,10400,6300,1100
hh_with_children,highest_quintile,1981,49200,31600,11400,5100,1000
hh_with_children,highest_quintile,1982,45200,29000,12200,3000,1000
hh_with_children,highest_quintile,1983,47700,29300,12900,4300,1300
hh_with_children,highest_quintile,1984,51600,30700,14300,5000,1500
hh_with_children,highest_quintile,1985,50200,29700,14600,4400,1500
hh_with_children,highest_quintile,1986,59100,36600,15400,5600,1500
hh_with_children,highest_quintile,1987,60600,36900,16000,6200,1500
hh_with_children,highest_quintile,1988,62400,38200,16600,6100,1500
hh_with_children,highest_quintile,1989,63400,38800,16900,6300,1400
hh_with_children,highest_quintile,1990,59900,35700,17400,5400,1400
hh_with_children,highest_quintile,1991,61100,35700,18700,5200,1500
hh_with_children,highest_quintile,1992,63100,37200,18600,5700,1600
hh_with_children,highest_quintile,1993,67400,39900,19000,6900,1600
hh_with_children,highest_quintile,1994,70100,40900,20200,7300,1700
hh_with_children,highest_quintile,1995,76800,46000,20500,8600,1700
hh_with_children,highest_quintile,1996,82100,50500,21000,9100,1500
hh_with_children,highest_quintile,1997,87900,54700,21800,9900,1600
hh_with_children,highest_quintile,1998,94600,60100,23100,9800,1600
hh_with_children,highest_quintile,1999,103800,67400,23900,10600,2000
hh_with_children,highest_quintile,2000,110800,73200,24700,11100,1900
hh_with_children,highest_quintile,2001,96700,62300,25100,7600,1800
hh_with_children,highest_quintile,2002,88100,55700,24300,6500,1600
hh_with_children,highest_quintile,2003,87400,51700,24400,9800,1600
hh_with_children,highest_quintile,2004,95100,56300,24900,12400,1600
hh_with_children,highest_quintile,2005,104700,61800,25000,16300,1600
hh_with_children,highest_quintile,2006,115300,68500,25700,19700,1500
hh_with_children,highest_quintile,2007,120600,75100,26400,17800,1300
hh_with_children,highest_quintile,2008,102200,63900,26400,10500,1300
hh_with_children,highest_quintile,2009,89700,54600,26500,7400,1200
hh_with_children,highest_quintile,2010,101100,61100,26300,12400,1300
hh_with_children,highest_quintile,2011,97300,61500,23300,11200,1300
hh_with_children,highest_quintile,2012,110300,71200,23900,13800,1400
hh_with_children,highest_quintile,2013,117800,73800,28200,14400,1400
hh_with_children,highest_quintile,2014,128100,81300,28800,16400,1700
hh_with_children,highest_quintile,2015,136300,88100,30100,16400,1700
hh_with_children,highest_quintile,2016,127700,81900,29800,14400,1600
hh_with_children,highest_quintile,2017,133500,89900,31100,11100,1400
hh_with_children,highest_quintile,2018,121400,78900,31500,9500,1600
hh_with_children,highest_quintile,2019,125200,81700,32700,9200,1600
hh_with_children,highest_quintile,2020,132700,87400,34000,9900,1500
hh_with_children,highest_quintile,2021,157500,109600,34400,12200,1200
hh_with_children,percentiles_81_90,1979,32100,17500,10500,3100,1100
hh_with_children,percentiles_81_90,1980,32600,18600,10600,2500,900
hh_with_children,percentiles_81_90,1981,33600,19200,11600,1900,800
hh_with_children,percentiles_81_90,1982,31500,17500,12000,1200,800
hh_with_children,percentiles_81_90,1983,31100,16100,12500,1500,1000
hh_with_children,percentiles_81_90,1984,33200,16400,13800,1800,1200
hh_with_children,percentiles_81_90,1985,33200,16400,14100,1600,1100
hh_with_children,percentiles_81_90,1986,35000,17100,15000,1700,1100
hh_with_children,percentiles_81_90,1987,35700,17000,15300,2300,1200
hh_with_children,percentiles_81_90,1988,36200,17000,15900,2200,1200
hh_with_children,percentiles_81_90,1989,36800,17400,16000,2300,1100
hh_with_children,percentiles_81_90,1990,37000,17300,16500,2100,1100
hh_with_children,percentiles_81_90,1991,37200,17000,17100,1900,1200
hh_with_children,percentiles_81_90,1992,37100,16700,17000,2000,1300
hh_with_children,percentiles_81_90,1993,37300,16800,16800,2300,1300
hh_with_children,percentiles_81_90,1994,38400,17100,17400,2500,1400
hh_with_children,percentiles_81_90,1995,40000,17900,17900,2700,1500
hh_with_children,percentiles_81_90,1996,41000,18700,18200,2900,1300
hh_with_children,percentiles_81_90,1997,43100,19900,19000,3000,1300
hh_with_children,percentiles_81_90,1998,44400,20400,19900,2800,1400
hh_with_children,percentiles_81_90,1999,46400,21600,20400,2900,1600
hh_with_children,percentiles_81_90,2000,47700,22400,20800,2900,1600
hh_with_children,percentiles_81_90,2001,45800,20700,21800,1900,1400
hh_with_children,percentiles_81_90,2002,42700,19000,20800,1700,1300
hh_with_children,percentiles_81_90,2003,40900,16500,20700,2400,1300
hh_with_children,percentiles_81_90,2004,42700,17200,21200,2900,1300
hh_with_children,percentiles_81_90,2005,44300,18000,21200,3800,1300
hh_with_children,percentiles_81_90,2006,45600,18600,21700,4200,1200
hh_with_children,percentiles_81_90,2007,46500,19600,22100,3700,1100
hh_with_children,percentiles_81_90,2008,42900,17500,22300,2200,1000
hh_with_children,percentiles_81_90,2009,41700,16900,22200,1700,1000
hh_with_children,percentiles_81_90,2010,42700,17600,21800,2300,1000
hh_with_children,percentiles_81_90,2011,42100,19500,19200,2300,1100
hh_with_children,percentiles_81_90,2012,43500,20300,19500,2500,1100
hh_with_children,percentiles_81_90,2013,48400,21400,22700,3200,1200
hh_with_children,percentiles_81_90,2014,50400,22400,23300,3300,1400
hh_with_children,percentiles_81_90,2015,53100,24300,24100,3300,1500
hh_with_children,percentiles_81_90,2016,52800,24300,24000,3100,1400
hh_with_children,percentiles_81_90,2017,54400,25900,24900,2400,1200
hh_with_children,percentiles_81_90,2018,53100,23900,25700,2200,1300
hh_with_children,percentiles_81_90,2019,54400,24300,26600,2100,1300
hh_with_children,percentiles_81_90,2020,50900,20400,27200,2200,1200
hh_with_children,percentiles_81_90,2021,52700,22100,27300,2500,900
hh_with_children,percentiles_91_95,1979,42100,25200,10600,5100,1300
hh_with_children,percentiles_91_95,1980,42100,26200,10700,4100,1100
hh_with_children,percentiles_91_95,1981,42400,26500,11900,3100,1000
hh_with_children,percentiles_91_95,1982,39300,24000,12500,1800,1000
hh_with_children,percentiles_91_95,1983,39300,22400,13300,2500,1200
hh_with_children,percentiles_91_95,1984,41700,22600,14900,2900,1300
hh_with_children,percentiles_91_95,1985,42100,23100,15100,2500,1300
hh_with_children,percentiles_91_95,1986,44200,24400,15800,2600,1300
hh_with_children,percentiles_91_95,1987,48000,26200,16800,3500,1400
hh_with_children,percentiles_91_95,1988,48100,26100,17300,3300,1400
hh_with_children,percentiles_91_95,1989,49400,26900,17700,3500,1300
hh_with_children,percentiles_91_95,1990,48800,25800,18200,3300,1400
hh_with_children,percentiles_91_95,1991,49000,25500,19000,3000,1500
hh_with_children,percentiles_91_95,1992,49600,25700,19100,3200,1600
hh_with_children,percentiles_91_95,1993,51300,26200,19600,3900,1600
hh_with_children,percentiles_91_95,1994,52700,27000,19800,4100,1700
hh_with_children,percentiles_91_95,1995,55400,28500,20900,4300,1600
hh_with_children,percentiles_91_95,1996,57700,30300,21300,4600,1500
hh_with_children,percentiles_91_95,1997,59500,31800,21200,5000,1600
hh_with_children,percentiles_91_95,1998,63800,34800,22900,4500,1600
hh_with_children,percentiles_91_95,1999,67100,37100,23400,4700,1900
hh_with_children,percentiles_91_95,2000,69100,38500,24100,4700,1800
hh_with_children,percentiles_91_95,2001,65200,35600,24700,3200,1700
hh_with_children,percentiles_91_95,2002,61300,32700,24200,2800,1500
hh_with_children,percentiles_91_95,2003,58500,29100,24100,3900,1500
hh_with_children,percentiles_91_95,2004,61500,30500,24700,4700,1500
hh_with_children,percentiles_91_95,2005,64800,32600,24700,6100,1400
hh_with_children,percentiles_91_95,2006,67800,34300,25200,7000,1300
hh_with_children,percentiles_91_95,2007,70100,36800,26000,6100,1200
hh_with_children,percentiles_91_95,2008,65100,34300,26100,3500,1200
hh_with_children,percentiles_91_95,2009,62000,31400,26600,2800,1100
hh_with_children,percentiles_91_95,2010,64000,33000,26200,3600,1100
hh_with_children,percentiles_91_95,2011,62500,34800,22800,3700,1200
hh_with_children,percentiles_91_95,2012,66100,37300,23400,4100,1300
hh_with_children,percentiles_91_95,2013,73100,38900,27800,5000,1300
hh_with_children,percentiles_91_95,2014,76700,41400,28100,5600,1600
hh_with_children,percentiles_91_95,2015,79800,44000,28800,5400,1600
hh_with_children,percentiles_91_95,2016,80200,44500,29000,5200,1500
hh_with_children,percentiles_91_95,2017,82700,47200,30300,3900,1300
hh_with_children,percentiles_91_95,2018,77000,41400,30500,3700,1400
hh_with_children,percentiles_91_95,2019,79700,43000,31700,3500,1400
hh_with_children,percentiles_91_95,2020,79900,42000,32900,3800,1300
hh_with_children,percentiles_91_95,2021,85300,47200,32900,4200,1100
hh_with_children,percentiles_96_99,1979,68000,45800,9500,11100,1600
hh_with_children,percentiles_96_99,1980,66700,46500,10100,8700,1400
hh_with_children,percentiles_96_99,1981,65400,46400,11000,6800,1200
hh_with_children,percentiles_96_99,1982,60200,43100,12400,3600,1200
hh_with_children,percentiles_96_99,1983,59700,39700,13500,5000,1500
hh_with_children,percentiles_96_99,1984,63000,40800,14900,5700,1700
hh_with_children,percentiles_96_99,1985,62800,40400,15400,5400,1700
hh_with_children,percentiles_96_99,1986,71300,48100,15700,5700,1700
hh_with_children,percentiles_96_99,1987,75800,49900,16400,7800,1700
hh_with_children,percentiles_96_99,1988,78400,51800,17500,7400,1700
hh_with_children,percentiles_96_99,1989,78000,51500,18000,7000,1600
hh_with_children,percentiles_96_99,1990,78000,51200,18300,6700,1800
hh_with_children,percentiles_96_99,1991,80000,50300,21400,6400,1900
hh_with_children,percentiles_96_99,1992,82400,52300,21400,6800,1900
hh_with_children,percentiles_96_99,1993,87400,54700,23000,7800,2000
hh_with_children,percentiles_96_99,1994,90200,56000,24200,8000,2000
hh_with_children,percentiles_96_99,1995,95200,60800,23200,9200,2000
hh_with_children,percentiles_96_99,1996,102900,67300,24000,9800,1800
hh_with_children,percentiles_96_99,1997,110800,73300,25200,10400,1900
hh_with_children,percentiles_96_99,1998,118000,80000,26400,9800,1800
hh_with_children,percentiles_96_99,1999,127300,86900,27500,10400,2500
hh_with_children,percentiles_96_99,2000,129800,89400,28100,10100,2200
hh_with_children,percentiles_96_99,2001,116900,80200,27900,6800,2100
hh_with_children,percentiles_96_99,2002,109500,73800,27900,6000,1900
hh_with_children,percentiles_96_99,2003,108100,69200,28400,8700,1800
hh_with_children,percentiles_96_99,2004,115500,74500,28600,10500,1900
hh_with_children,percentiles_96_99,2005,128200,83200,28900,14400,1800
hh_with_children,percentiles_96_99,2006,133400,86300,29700,15800,1700
hh_with_children,percentiles_96_99,2007,137200,92000,30300,13500,1500
hh_with_children,percentiles_96_99,2008,122200,83100,30200,7500,1500
hh_with_children,percentiles_96_99,2009,113100,74800,31200,5700,1300
hh_with_children,percentiles_96_99,2010,119300,79000,31100,7800,1400
hh_with_children,percentiles_96_99,2011,120000,83000,27600,7900,1500
hh_with_children,percentiles_96_99,2012,128600,90000,28000,9000,1600
hh_with_children,percentiles_96_99,2013,138500,92600,33100,11200,1600
hh_with_children,percentiles_96_99,2014,148200,99900,34100,12400,1800
hh_with_children,percentiles_96_99,2015,153300,105000,35000,11400,1900
hh_with_children,percentiles_96_99,2016,152700,105000,35100,10800,1800
hh_with_children,percentiles_96_99,2017,158900,111800,36800,8800,1600
hh_with_children,percentiles_96_99,2018,148000,100900,37500,8000,1700
hh_with_children,percentiles_96_99,2019,152800,104800,38700,7700,1700
hh_with_children,percentiles_96_99,2020,155700,106100,40200,7900,1500
hh_with_children,percentiles_96_99,2021,177200,126200,40400,9300,1300
hh_with_children,top_1_percent,1979,227600,150900,7100,66600,3000
hh_with_children,top_1_percent,1980,205500,143700,7500,51600,2700
hh_with_children,top_1_percent,1981,196800,141700,8700,43800,2600
hh_with_children,top_1_percent,1982,176200,133500,12500,27900,2300
hh_with_children,top_1_percent,1983,225200,167900,13700,40100,3700
hh_with_children,top_1_percent,1984,243000,178100,15200,45200,4500
hh_with_children,top_1_percent,1985,230100,168000,15100,41900,5100
hh_with_children,top_1_percent,1986,366500,278800,15500,67200,5000
hh_with_children,top_1_percent,1987,319800,244700,18200,52600,4300
hh_with_children,top_1_percent,1988,364400,283000,18200,59000,4100
hh_with_children,top_1_percent,1989,341700,262000,19100,57300,3300
hh_with_children,top_1_percent,1990,287400,219100,19500,45400,3400
hh_with_children,top_1_percent,1991,307600,233400,24600,45600,4000
hh_with_children,top_1_percent,1992,349100,267000,22300,55500,4300
hh_with_children,top_1_percent,1993,408900,309200,25800,69600,4300
hh_with_children,top_1_percent,1994,409100,299000,35900,70100,4100
hh_with_children,top_1_percent,1995,491000,363200,35800,88000,4100
hh_with_children,top_1_percent,1996,536300,404100,37700,90900,3600
hh_with_children,top_1_percent,1997,575100,432900,39200,99000,4000
hh_with_children,top_1_percent,1998,636600,487400,43300,102100,3800
hh_with_children,top_1_percent,1999,788100,614900,49400,119300,4600
hh_with_children,top_1_percent,2000,880000,693500,53900,128300,4300
hh_with_children,top_1_percent,2001,673900,532200,48900,88200,4600
hh_with_children,top_1_percent,2002,590700,465800,46700,74500,3700
hh_with_children,top_1_percent,2003,588700,428000,45900,111200,3600
hh_with_children,top_1_percent,2004,675900,479600,47000,145200,4100
hh_with_children,top_1_percent,2005,796300,547800,48000,195900,4600
hh_with_children,top_1_percent,2006,893700,609200,51000,229400,4100
hh_with_children,top_1_percent,2007,925800,664500,53600,204500,3300
hh_with_children,top_1_percent,2008,727600,544600,52200,126800,4000
hh_with_children,top_1_percent,2009,540700,408700,48500,80800,2700
hh_with_children,top_1_percent,2010,703400,496700,50200,152500,4000
hh_with_children,top_1_percent,2011,652700,469600,47200,132500,3300
hh_with_children,top_1_percent,2012,780800,565000,49500,162400,4000
hh_with_children,top_1_percent,2013,799100,582100,59000,154400,3600
hh_with_children,top_1_percent,2014,909400,665100,59200,181100,4100
hh_with_children,top_1_percent,2015,961500,711200,65600,181100,3500
hh_with_children,top_1_percent,2016,888600,656100,63900,164900,3700
hh_with_children,top_1_percent,2017,898800,710600,65800,119300,3200
hh_with_children,top_1_percent,2018,825500,651700,62900,106200,4700
hh_with_children,top_1_percent,2019,802200,634800,65300,97900,4100
hh_with_children,top_1_percent,2020,907400,731200,69900,102000,4200
hh_with_children,top_1_percent,2021,1290100,1066000,78800,140800,4400
elderly_headed_hh,all_quintiles,1979,9800,4400,1000,3800,500
elderly_headed_hh,all_quintiles,1980,9200,4700,1000,3000,400
elderly_headed_hh,all_quintiles,1981,9000,5100,1100,2400,400
elderly_headed_hh,all_quintiles,1982,8200,5100,1100,1500,400
elderly_headed_hh,all_quintiles,1983,8400,4700,1100,2000,500
elderly_headed_hh,all_quintiles,1984,9600,5300,1200,2400,600
elderly_headed_hh,all_quintiles,1985,9700,5600,1300,2300,600
elderly_headed_hh,all_quintiles,1986,10300,5900,1300,2400,600
elderly_headed_hh,all_quintiles,1987,9900,5000,1300,3000,600
elderly_headed_hh,all_quintiles,1988,10500,5500,1300,3100,600
elderly_headed_hh,all_quintiles,1989,10300,5500,1300,3000,600
elderly_headed_hh,all_quintiles,1990,10000,5300,1300,2700,600
elderly_headed_hh,all_quintiles,1991,8900,4600,1300,2400,600
elderly_headed_hh,all_quintiles,1992,9700,4800,1400,2800,700
elderly_headed_hh,all_quintiles,1993,10000,4800,1300,3200,700
elderly_headed_hh,all_quintiles,1994,10500,5000,1300,3400,700
elderly_headed_hh,all_quintiles,1995,11600,5600,1500,3700,700
elderly_headed_hh,all_quintiles,1996,13500,6900,1600,4200,700
elderly_headed_hh,all_quintiles,1997,14100,7500,1600,4200,700
elderly_headed_hh,all_quintiles,1998,14700,8100,1700,4000,800
elderly_headed_hh,all_quintiles,1999,15700,8900,1800,4000,900
elderly_headed_hh,all_quintiles,2000,15200,8900,1800,3600,800
elderly_headed_hh,all_quintiles,2001,12700,7400,1900,2600,700
elderly_headed_hh,all_quintiles,2002,11500,6600,1700,2400,800
elderly_headed_hh,all_quintiles,2003,11600,5900,1800,3100,700
elderly_headed_hh,all_quintiles,2004,13400,6800,1900,4000,700
elderly_headed_hh,all_quintiles,2005,15500,7600,2000,5100,800
elderly_headed_hh,all_quintiles,2006,16600,8200,2100,5600,700
elderly_headed_hh,all_quintiles,2007,17600,9600,2300,5100,700
elderly_headed_hh,all_quintiles,2008,12700,7000,2300,2900,600
elderly_headed_hh,all_quintiles,2009,11400,6400,2300,2200,600
elderly_headed_hh,all_quintiles,2010,12800,7000,2300,2900,600
elderly_headed_hh,all_quintiles,2011,13300,7700,2000,2900,600
elderly_headed_hh,all_quintiles,2012,15200,8800,2200,3500,700
elderly_headed_hh,all_quintiles,2013,15900,8900,2600,3700,700
elderly_headed_hh,all_quintiles,2014,17300,9800,2700,4100,700
elderly_headed_hh,all_quintiles,2015,17700,10300,2800,3900,700
elderly_headed_hh,all_quintiles,2016,16900,9800,2800,3600,700
elderly_headed_hh,all_quintiles,2017,17000,10600,3000,2700,700
elderly_headed_hh,all_quintiles,2018,16700,10300,3100,2600,700
elderly_headed_hh,all_quintiles,2019,17100,10600,3300,2500,700
elderly_headed_hh,all_quintiles,2020,14000,7700,3200,2500,600
elderly_headed_hh,all_quintiles,2021,18000,11300,3300,2800,600
elderly_headed_hh,lowest_quintile,1979,500,0,100,200,200
elderly_headed_hh,lowest_quintile,1980,400,0,100,100,200
elderly_headed_hh,lowest_quintile,1981,300,0,100,100,100
