household_type,income_group,year,market_inc,social_insurance_benefits,inc_before_transfers_taxes,means_tested_transfers,federal_taxes,inc_after_transfers_taxes
all_households,top_1_percent,2018,2085500,16000,2101500,1500,627800,1475200
all_households,top_1_percent,2019,2059100,16400,2075500,1000,615300,1461200
all_households,top_1_percent,2020,2348800,15600,2364400,2800,704100,1663100
all_households,top_1_percent,2021,3066900,17000,3083900,2000,908000,2177800
hh_with_children,all_quintiles,1979,80400,1900,82300,2700,18100,66900
hh_with_children,all_quintiles,1980,76700,2100,78800,2800,17500,64200
hh_with_children,all_quintiles,1981,76400,2100,78400,2800,17900,63400
hh_with_children,all_quintiles,1982,74400,2400,76900,2800,16400,63300
hh_with_children,all_quintiles,1983,75200,2300,77500,2800,16400,63900
hh_with_children,all_quintiles,1984,81500,1900,83400,2800,18100,68200
hh_with_children,all_quintiles,1985,80800,2000,82800,2900,17800,67800
hh_with_children,all_quintiles,1986,86800,2000,88900,2900,19300,72500
hh_with_children,all_quintiles,1987,84200,1900,86100,3000,19100,70000
hh_with_children,all_quintiles,1988,86600,2000,88600,3000,19700,71900
hh_with_children,all_quintiles,1989,88900,2000,91000,3200,20000,74100
hh_with_children,all_quintiles,1990,87100,2000,89200,3600,19700,73100
hh_with_children,all_quintiles,1991,85800,2300,88100,4000,19600,72500
hh_with_children,all_quintiles,1992,86600,2500,89200,4400,19700,73800
hh_with_children,all_quintiles,1993,87900,2500,90400,4700,20600,74500
hh_with_children,all_quintiles,1994,90000,2300,92300,4700,21100,75900
hh_with_children,all_quintiles,1995,95700,2400,98100,4800,22700,80200
hh_with_children,all_quintiles,1996,96900,2400,99300,4500,22800,81000
hh_with_children,all_quintiles,1997,102100,2500,104500,4100,24300,84400
hh_with_children,all_quintiles,1998,109400,2300,111700,4300,25400,90600
hh_with_children,all_quintiles,1999,116900,2300,119200,4300,27600,95900
hh_with_children,all_quintiles,2000,121900,2400,124300,4400,29200,99500
hh_with_children,all_quintiles,2001,114500,2800,117300,4700,25600,96400
hh_with_children,all_quintiles,2002,111200,3100,114200,5200,24100,95300
hh_with_children,all_quintiles,2003,112800,3000,115800,5600,23100,98300
hh_with_children,all_quintiles,2004,120000,3000,123000,5900,25000,103800
hh_with_children,all_quintiles,2005,125100,2800,127800,5900,26500,107200
hh_with_children,all_quintiles,2006,131100,2800,134000,5900,28100,111800
hh_with_children,all_quintiles,2007,137000,3000,140000,6200,29000,117100
hh_with_children,all_quintiles,2008,128300,3300,131500,6600,24800,113400
hh_with_children,all_quintiles,2009,118300,4500,122800,7500,22200,108100
hh_with_children,all_quintiles,2010,123200,4600,127800,8000,24300,111500
hh_with_children,all_quintiles,2011,122600,4200,126800,8100,23600,111300
hh_with_children,all_quintiles,2012,128200,4000,132300,8100,25300,115100
hh_with_children,all_quintiles,2013,128400,3800,132200,8400,28300,112300
hh_with_children,all_quintiles,2014,133100,3600,136700,8900,29900,115600
hh_with_children,all_quintiles,2015,140500,3600,144100,9800,31800,122100
hh_with_children,all_quintiles,2016,138000,3500,141500,9900,30800,120700
hh_with_children,all_quintiles,2017,142500,3500,146000,9800,31600,124300
hh_with_children,all_quintiles,2018,141000,3500,144400,9800,28500,125700
hh_with_children,all_quintiles,2019,148300,3600,151900,10100,30400,131600
hh_with_children,all_quintiles,2020,153700,4900,158600,15000,27600,146000
hh_with_children,all_quintiles,2021,168500,4000,172500,13900,29700,156700
hh_with_children,lowest_quintile,1979,22300,1700,24000,6600,3400,27300
hh_with_children,lowest_quintile,1980,21400,1600,23100,6200,3200,26100
hh_with_children,lowest_quintile,1981,20900,1600,22500,6400,3400,25500
hh_with_children,lowest_quintile,1982,19500,1900,21400,6400,3100,24700
hh_with_children,lowest_quintile,1983,18500,1800,20300,6600,3100,23800
hh_with_children,lowest_quintile,1984,20500,1500,21900,6200,3700,24500
hh_with_children,lowest_quintile,1985,20000,1500,21500,6600,3600,24500
hh_with_children,lowest_quintile,1986,19700,1500,21300,6700,3400,24500
hh_with_children,lowest_quintile,1987,17900,1500,19400,7400,2700,24100
hh_with_children,lowest_quintile,1988,18900,1600,20500,7100,2800,24800
hh_with_children,lowest_quintile,1989,20300,1500,21800,7100,2700,26200
hh_with_children,lowest_quintile,1990,21800,1400,23100,7600,3300,27400
hh_with_children,lowest_quintile,1991,22000,1500,23500,8000,3300,28200
hh_with_children,lowest_quintile,1992,22400,1800,24100,7500,3200,28400
hh_with_children,lowest_quintile,1993,23000,1600,24500,8100,3300,29300
hh_with_children,lowest_quintile,1994,23200,1400,24600,8100,2900,29800
hh_with_children,lowest_quintile,1995,25800,1300,27100,7700,3000,31700
hh_with_children,lowest_quintile,1996,25800,1400,27200,6700,2800,31000
hh_with_children,lowest_quintile,1997,27600,1500,29100,5500,3100,31500
hh_with_children,lowest_quintile,1998,29500,1200,30700,6200,3000,33900
hh_with_children,lowest_quintile,1999,30600,1200,31900,6300,3200,34900
hh_with_children,lowest_quintile,2000,29700,1200,30900,6300,3100,34100
hh_with_children,lowest_quintile,2001,27800,1800,29600,7100,2200,34500
hh_with_children,lowest_quintile,2002,28200,2000,30200,7500,2100,35600
hh_with_children,lowest_quintile,2003,27300,1900,29200,8100,1900,35500
hh_with_children,lowest_quintile,2004,27900,1900,29800,8500,1800,36400
hh_with_children,lowest_quintile,2005,28600,1600,30200,8900,1800,37300
hh_with_children,lowest_quintile,2006,29300,1400,30700,8900,1900,37600
hh_with_children,lowest_quintile,2007,31700,1400,33200,9100,1900,40400
hh_with_children,lowest_quintile,2008,30400,1800,32200,9900,200,41900
hh_with_children,lowest_quintile,2009,28200,2600,30900,10800,-200,41800
hh_with_children,lowest_quintile,2010,28100,2700,30800,11200,0,42000
hh_with_children,lowest_quintile,2011,29100,2300,31400,11500,100,42800
hh_with_children,lowest_quintile,2012,28100,2100,30200,11800,100,41900
hh_with_children,lowest_quintile,2013,29400,1700,31100,12200,600,42700
hh_with_children,lowest_quintile,2014,29800,1600,31400,12800,800,43300
hh_with_children,lowest_quintile,2015,31700,1400,33200,13500,900,45800
hh_with_children,lowest_quintile,2016,32600,1400,34000,13900,1100,46800
hh_with_children,lowest_quintile,2017,32400,1400,33800,13800,1000,46600
hh_with_children,lowest_quintile,2018,33600,1400,35000,14100,400,48800
hh_with_children,lowest_quintile,2019,36000,1300,37300,14100,800,50600
hh_with_children,lowest_quintile,2020,32400,2400,34800,18700,-4000,57500
hh_with_children,lowest_quintile,2021,32700,2000,34600,17500,-7000,59100
hh_with_children,second_quintile,1979,49900,2100,52000,3500,9400,46100
hh_with_children,second_quintile,1980,46800,2400,49300,4100,8900,44400
hh_with_children,second_quintile,1981,47600,2300,49800,3900,9600,44200
hh_with_children,second_quintile,1982,45800,2900,48700,4100,8800,44100
hh_with_children,second_quintile,1983,44900,2700,47700,4100,8500,43200
hh_with_children,second_quintile,1984,48800,2200,51000,4000,9600,45400
hh_with_children,second_quintile,1985,48400,2500,50900,4000,9500,45400
hh_with_children,second_quintile,1986,49100,2600,51700,4000,9800,45900
hh_with_children,second_quintile,1987,48400,2400,50800,3600,9100,45300
hh_with_children,second_quintile,1988,49100,2500,51700,3700,9500,45900
hh_with_children,second_quintile,1989,49300,2500,51800,4400,9300,46900
hh_with_children,second_quintile,1990,50500,2300,52800,5100,9900,48000
hh_with_children,second_quintile,1991,48400,2700,51000,5800,9200,47600
hh_with_children,second_quintile,1992,47500,2700,50200,6800,8900,48100
hh_with_children,second_quintile,1993,47300,2800,50100,7200,8900,48500
hh_with_children,second_quintile,1994,48200,2700,50900,7100,8700,49300
hh_with_children,second_quintile,1995,50900,2700,53600,7200,9200,51500
hh_with_children,second_quintile,1996,50800,2500,53300,7300,9000,51600
hh_with_children,second_quintile,1997,53000,2500,55500,7100,9500,53100
hh_with_children,second_quintile,1998,55300,2600,57900,7300,9200,55900
hh_with_children,second_quintile,1999,57700,2600,60200,7200,9600,57800
hh_with_children,second_quintile,2000,57300,2500,59800,7200,9400,57600
hh_with_children,second_quintile,2001,56700,3100,59700,7400,8300,58900
hh_with_children,second_quintile,2002,55500,3300,58800,8000,7700,59100
hh_with_children,second_quintile,2003,55100,3100,58300,8500,7000,59800
hh_with_children,second_quintile,2004,56700,3000,59700,9000,7200,61500
hh_with_children,second_quintile,2005,57400,2800,60200,9300,7200,62400
hh_with_children,second_quintile,2006,58300,2900,61200,9300,7400,63100
hh_with_children,second_quintile,2007,61900,3000,64900,9400,8000,66300
hh_with_children,second_quintile,2008,59400,3200,62600,9800,5500,66900
hh_with_children,second_quintile,2009,56600,4600,61200,10900,4900,67200
hh_with_children,second_quintile,2010,55400,4500,59900,12000,4900,67000
hh_with_children,second_quintile,2011,56000,4000,60000,12200,5000,67200
hh_with_children,second_quintile,2012,55700,4200,59800,11800,5000,66700
hh_with_children,second_quintile,2013,57500,3600,61100,12400,6300,67200
hh_with_children,second_quintile,2014,59000,3100,62200,12400,6700,67900
hh_with_children,second_quintile,2015,61900,3100,65000,14100,7000,72100
hh_with_children,second_quintile,2016,63000,3200,66200,13600,7400,72300
hh_with_children,second_quintile,2017,64100,3300,67400,13400,7400,73400
hh_with_children,second_quintile,2018,65200,3400,68700,14000,6300,76400
hh_with_children,second_quintile,2019,70100,3300,73300,13900,7400,79800
hh_with_children,second_quintile,2020,67200,4600,71800,18900,1400,89300
hh_with_children,second_quintile,2021,65500,3700,69300,18900,-2100,90200
hh_with_children,middle_quintile,1979,75200,1900,77100,1200,15900,62400
hh_with_children,middle_quintile,1980,72600,2300,74900,1400,15600,60700
hh_with_children,middle_quintile,1981,73300,2200,75500,1400,16500,60400
hh_with_children,middle_quintile,1982,72600,2500,75200,1100,15600,60600
hh_with_children,middle_quintile,1983,72100,2600,74700,900,15100,60600
hh_with_children,middle_quintile,1984,76300,2200,78500,1300,16300,63500
hh_with_children,middle_quintile,1985,76900,2200,79200,1000,16500,63700
hh_with_children,middle_quintile,1986,79000,2300,81200,1100,17000,65300
hh_with_children,middle_quintile,1987,79200,2000,81200,1000,16400,65800
hh_with_children,middle_quintile,1988,80000,2100,82100,1100,17000,66200
hh_with_children,middle_quintile,1989,81000,2200,83200,1200,17100,67300
hh_with_children,middle_quintile,1990,80500,2500,83000,1800,17100,67700
hh_with_children,middle_quintile,1991,79400,2800,82100,2300,17000,67400
hh_with_children,middle_quintile,1992,78000,3200,81300,3100,16400,67900
hh_with_children,middle_quintile,1993,78400,3100,81500,3500,16500,68500
hh_with_children,middle_quintile,1994,80000,2800,82800,3500,16800,69500
hh_with_children,middle_quintile,1995,82000,3100,85100,4000,17100,72000
hh_with_children,middle_quintile,1996,82800,3300,86100,3800,17200,72700
hh_with_children,middle_quintile,1997,84900,3300,88200,3800,17800,74300
hh_with_children,middle_quintile,1998,88700,3200,92000,3700,17700,78000
hh_with_children,middle_quintile,1999,92000,3100,95100,3800,18300,80600
hh_with_children,middle_quintile,2000,92100,3300,95500,4100,18200,81400
hh_with_children,middle_quintile,2001,93000,3300,96300,4000,16900,83400
hh_with_children,middle_quintile,2002,89400,3900,93300,5100,15800,82600
hh_with_children,middle_quintile,2003,88800,3900,92600,5500,14600,83500
hh_with_children,middle_quintile,2004,91200,3900,95000,5900,15100,85900
hh_with_children,middle_quintile,2005,93600,3700,97300,5500,15700,87200
hh_with_children,middle_quintile,2006,95700,4000,99700,5100,16100,88700
hh_with_children,middle_quintile,2007,99000,4100,103100,5600,16600,92100
hh_with_children,middle_quintile,2008,95900,4600,100500,6200,13700,93000
hh_with_children,middle_quintile,2009,92100,6000,98100,7600,12900,92700
hh_with_children,middle_quintile,2010,91100,6400,97500,7900,13200,92200
hh_with_children,middle_quintile,2011,91100,5700,96900,8100,12900,92000
hh_with_children,middle_quintile,2012,91400,5800,97200,8300,13000,92400
hh_with_children,middle_quintile,2013,92900,5400,98300,8800,15000,92100
hh_with_children,middle_quintile,2014,96100,5100,101200,9200,15700,94700
hh_with_children,middle_quintile,2015,99900,4900,104800,9800,16400,98200
hh_with_children,middle_quintile,2016,101000,4800,105900,10300,16600,99600
hh_with_children,middle_quintile,2017,103600,4900,108500,9900,16900,101400
hh_with_children,middle_quintile,2018,105400,4900,110300,9500,15800,103900
hh_with_children,middle_quintile,2019,110200,5100,115300,10500,16800,109000
hh_with_children,middle_quintile,2020,107800,6600,114300,16000,10600,119700
hh_with_children,middle_quintile,2021,108000,5100,113100,14600,7900,119800
hh_with_children,fourth_quintile,1979,102700,1800,104500,700,23000,82200
hh_with_children,fourth_quintile,1980,99800,2200,102100,700,22900,79900
hh_with_children,fourth_quintile,1981,101900,2200,104200,700,24400,80500
hh_with_children,fourth_quintile,1982,101200,2500,103700,500,22800,81300
hh_with_children,fourth_quintile,1983,101500,2200,103700,400,22500,81600
hh_with_children,fourth_quintile,1984,107500,1900,109400,500,24000,86000
hh_with_children,fourth_quintile,1985,107800,2000,109900,500,24200,86200
hh_with_children,fourth_quintile,1986,111400,2100,113500,500,25300,88700
hh_with_children,fourth_quintile,1987,112600,1800,114400,500,24900,90000
hh_with_children,fourth_quintile,1988,113600,1900,115500,600,25600,90500
hh_with_children,fourth_quintile,1989,115100,2000,117100,600,25900,91800
hh_with_children,fourth_quintile,1990,115300,2100,117400,700,26100,91900
hh_with_children,fourth_quintile,1991,113000,2400,115400,1000,25600,90800
hh_with_children,fourth_quintile,1992,114000,2700,116700,1300,25600,92400
hh_with_children,fourth_quintile,1993,114800,2800,117600,1400,25900,93000
hh_with_children,fourth_quintile,1994,117300,2300,119600,1600,26700,94600
hh_with_children,fourth_quintile,1995,120200,2600,122800,1600,27300,97100
hh_with_children,fourth_quintile,1996,122900,2700,125600,1500,27800,99300
hh_with_children,fourth_quintile,1997,126200,2700,129000,1500,28800,101700
hh_with_children,fourth_quintile,1998,131500,2700,134200,1500,29300,106400
hh_with_children,fourth_quintile,1999,135500,2700,138200,1600,30100,109700
hh_with_children,fourth_quintile,2000,137600,2700,140300,1800,30800,111300
hh_with_children,fourth_quintile,2001,137400,3200,140600,1800,28900,113500
hh_with_children,fourth_quintile,2002,133800,3400,137200,2200,27400,112000
hh_with_children,fourth_quintile,2003,135200,3600,138800,2500,25800,115500
hh_with_children,fourth_quintile,2004,138300,3400,141700,2700,26600,117800
hh_with_children,fourth_quintile,2005,141800,3300,145000,2300,27600,119800
hh_with_children,fourth_quintile,2006,145300,3500,148900,2400,28300,122900
hh_with_children,fourth_quintile,2007,149600,3900,153500,2600,29200,126900
hh_with_children,fourth_quintile,2008,145600,4100,149700,2900,25800,126700
hh_with_children,fourth_quintile,2009,141500,5700,147200,3700,24700,126200
hh_with_children,fourth_quintile,2010,141900,5800,147600,4000,25500,126100
hh_with_children,fourth_quintile,2011,142000,5400,147500,3800,24900,126400
hh_with_children,fourth_quintile,2012,143700,5000,148700,3800,25800,126700
hh_with_children,fourth_quintile,2013,147800,4900,152700,3800,29300,127200
hh_with_children,fourth_quintile,2014,150000,4800,154800,4700,30300,129200
hh_with_children,fourth_quintile,2015,155200,5400,160600,5500,31700,134400
hh_with_children,fourth_quintile,2016,157000,4700,161700,5700,31900,135500
hh_with_children,fourth_quintile,2017,159800,5000,164800,5500,32400,137800
hh_with_children,fourth_quintile,2018,163200,4800,168000,5000,31100,141800
hh_with_children,fourth_quintile,2019,169000,5300,174300,5800,32500,147700
hh_with_children,fourth_quintile,2020,168800,6700,175500,11300,27000,159800
hh_with_children,fourth_quintile,2021,169300,5700,175000,9800,26000,158800
hh_with_children,highest_quintile,1979,194300,1800,196100,500,49800,146700
hh_with_children,highest_quintile,1980,191300,2000,193300,400,49200,144500
hh_with_children,highest_quintile,1981,192100,2100,194200,400,49200,145400
hh_with_children,highest_quintile,1982,192200,2300,194600,400,45200,149700
hh_with_children,highest_quintile,1983,203900,2000,205900,300,47700,158500
hh_with_children,highest_quintile,1984,220800,2000,222800,400,51600,171600
hh_with_children,highest_quintile,1985,217700,1700,219400,400,50200,169500
hh_with_children,highest_quintile,1986,255000,1800,256700,400,59100,198000
hh_with_children,highest_quintile,1987,238400,1700,240100,300,60600,179900
hh_with_children,highest_quintile,1988,250000,1700,251700,400,62400,189700
hh_with_children,highest_quintile,1989,255500,2000,257500,500,63400,194500
hh_with_children,highest_quintile,1990,242400,1900,244300,500,59900,184900
hh_with_children,highest_quintile,1991,239800,2200,242000,700,61100,181600
hh_with_children,highest_quintile,1992,246200,2400,248600,800,63100,186300
hh_with_children,highest_quintile,1993,249000,2500,251500,800,67400,184900
hh_with_children,highest_quintile,1994,254000,2300,256300,800,70100,187000
hh_with_children,highest_quintile,1995,272900,2600,275500,1000,76800,199700
hh_with_children,highest_quintile,1996,290200,2300,292500,800,82100,211200
hh_with_children,highest_quintile,1997,309300,2400,311700,600,87900,224400
hh_with_children,highest_quintile,1998,336000,2000,338000,600,94600,244000
hh_with_children,highest_quintile,1999,362000,2100,364000,700,103800,260900
hh_with_children,highest_quintile,2000,385300,2400,387700,800,110800,277700
hh_with_children,highest_quintile,2001,349500,2700,352300,900,96700,256400
hh_with_children,highest_quintile,2002,327800,2800,330600,1000,88100,243500
hh_with_children,highest_quintile,2003,341200,2700,343900,1100,87400,257600
hh_with_children,highest_quintile,2004,367500,2700,370200,1200,95100,276300
hh_with_children,highest_quintile,2005,397700,2500,400200,1200,104700,296800
hh_with_children,highest_quintile,2006,436000,2700,438700,1200,115300,324600
hh_with_children,highest_quintile,2007,465100,2900,468000,1300,120600,348700
hh_with_children,highest_quintile,2008,408700,3000,411600,1400,102200,310900
hh_with_children,highest_quintile,2009,362100,4100,366200,1700,89700,278300
hh_with_children,highest_quintile,2010,395700,4000,399700,1600,101100,300200
hh_with_children,highest_quintile,2011,388800,4000,392700,1600,97300,297000
hh_with_children,highest_quintile,2012,433200,3600,436800,1500,110300,328000
hh_with_children,highest_quintile,2013,417900,4000,421900,1500,117800,305600
hh_with_children,highest_quintile,2014,447400,3900,451300,1900,128100,325000
hh_with_children,highest_quintile,2015,473700,4200,477800,2400,136300,344000
hh_with_children,highest_quintile,2016,450300,3900,454300,2500,127700,329100
hh_with_children,highest_quintile,2017,477300,3800,481100,2500,133500,350100
hh_with_children,highest_quintile,2018,466100,3300,469400,2000,121400,350100
hh_with_children,highest_quintile,2019,479700,3800,483500,2600,125200,360800
hh_with_children,highest_quintile,2020,513100,5300,518300,6700,132700,392300
hh_with_children,highest_quintile,2021,593100,4300,597400,5000,157500,445000
hh_with_children,percentiles_81_90,1979,137400,1800,139200,500,32100,107600
hh_with_children,percentiles_81_90,1980,135200,2000,137200,400,32600,105100
hh_with_children,percentiles_81_90,1981,135100,2100,137200,400,33600,104000
hh_with_children,percentiles_81_90,1982,135100,2300,137400,300,31500,106200
hh_with_children,percentiles_81_90,1983,136600,2200,138800,300,31100,107900
hh_with_children,percentiles_81_90,1984,145800,2000,147800,400,33200,114900
hh_with_children,percentiles_81_90,1985,144800,1800,146600,300,33200,113700
hh_with_children,percentiles_81_90,1986,151400,1800,153300,400,35000,118700
hh_with_children,percentiles_81_90,1987,153300,1700,154900,300,35700,119600
hh_with_children,percentiles_81_90,1988,155100,1700,156900,400,36200,121100
hh_with_children,percentiles_81_90,1989,157500,2400,159900,500,36800,123600
hh_with_children,percentiles_81_90,1990,157200,2000,159300,500,37000,122700
hh_with_children,percentiles_81_90,1991,156100,2300,158400,700,37200,121900
hh_with_children,percentiles_81_90,1992,156200,2600,158800,900,37100,122500
hh_with_children,percentiles_81_90,1993,157300,2800,160100,1000,37300,123800
hh_with_children,percentiles_81_90,1994,160200,2700,162800,800,38400,125200
hh_with_children,percentiles_81_90,1995,165500,2800,168300,1100,40000,129400
hh_with_children,percentiles_81_90,1996,171000,2400,173400,900,41000,133300
hh_with_children,percentiles_81_90,1997,176500,2800,179300,800,43100,137000
hh_with_children,percentiles_81_90,1998,184300,2300,186600,700,44400,142800
hh_with_children,percentiles_81_90,1999,190500,2600,193000,900,46400,147500
hh_with_children,percentiles_81_90,2000,195000,2500,197500,1100,47700,150900
hh_with_children,percentiles_81_90,2001,194200,3100,197300,900,45800,152400
hh_with_children,percentiles_81_90,2002,188700,3300,191900,1200,42700,150400
hh_with_children,percentiles_81_90,2003,191500,3100,194700,1400,40900,155100
hh_with_children,percentiles_81_90,2004,196900,3100,200000,1400,42700,158700
hh_with_children,percentiles_81_90,2005,202900,2900,205700,1400,44300,162800
hh_with_children,percentiles_81_90,2006,208800,3200,212000,1500,45600,167900
hh_with_children,percentiles_81_90,2007,213500,3400,217000,1600,46500,172000
hh_with_children,percentiles_81_90,2008,208300,3500,211900,1700,42900,170600
hh_with_children,percentiles_81_90,2009,203300,4700,208000,2100,41700,168400
hh_with_children,percentiles_81_90,2010,204500,4800,209200,1800,42700,168400
hh_with_children,percentiles_81_90,2011,206700,4400,211100,1900,42100,170900
hh_with_children,percentiles_81_90,2012,209600,4200,213800,1800,43500,172200
hh_with_children,percentiles_81_90,2013,213900,4700,218600,1900,48400,172100
hh_with_children,percentiles_81_90,2014,219500,4600,224100,2300,50400,176100
hh_with_children,percentiles_81_90,2015,228500,4900,233300,3000,53100,183300
hh_with_children,percentiles_81_90,2016,228900,4800,233700,3000,52800,184000
hh_with_children,percentiles_81_90,2017,235500,4600,240200,3100,54400,188800
hh_with_children,percentiles_81_90,2018,242000,3900,245900,2400,53100,195200
hh_with_children,percentiles_81_90,2019,247900,4800,252700,3300,54400,201700
hh_with_children,percentiles_81_90,2020,252000,6500,258500,8500,50900,216100
hh_with_children,percentiles_81_90,2021,257300,5500,262700,6400,52700,216400
hh_with_children,percentiles_91_95,1979,174200,1800,176000,400,42100,134300
hh_with_children,percentiles_91_95,1980,170600,2300,172900,400,42100,131200
hh_with_children,percentiles_91_95,1981,169700,2500,172200,300,42400,130100
hh_with_children,percentiles_91_95,1982,169900,2700,172600,400,39300,133700
hh_with_children,percentiles_91_95,1983,174500,2000,176500,200,39300,137400
hh_with_children,percentiles_91_95,1984,185100,1900,187000,300,41700,145700
hh_with_children,percentiles_91_95,1985,186000,1700,187700,300,42100,145900
hh_with_children,percentiles_91_95,1986,193700,2000,195700,300,44200,151900
hh_with_children,percentiles_91_95,1987,198300,1900,200200,200,48000,152400
hh_with_children,percentiles_91_95,1988,202300,1800,204000,400,48100,156300
hh_with_children,percentiles_91_95,1989,206500,1500,207900,400,49400,159000
hh_with_children,percentiles_91_95,1990,206000,1900,207800,500,48800,159600
hh_with_children,percentiles_91_95,1991,201800,2300,204100,600,49000,155600
hh_with_children,percentiles_91_95,1992,206000,2100,208100,1000,49600,159500
hh_with_children,percentiles_91_95,1993,207300,2700,210000,600,51300,159200
hh_with_children,percentiles_91_95,1994,211300,1900,213200,800,52700,161300
hh_with_children,percentiles_91_95,1995,219100,2400,221500,1000,55400,167100
hh_with_children,percentiles_91_95,1996,227400,2300,229700,600,57700,172700
hh_with_children,percentiles_91_95,1997,234500,2400,237000,400,59500,177900
hh_with_children,percentiles_91_95,1998,249700,1700,251400,400,63800,188100
hh_with_children,percentiles_91_95,1999,259300,2000,261300,500,67100,194700
hh_with_children,percentiles_91_95,2000,266700,2300,269000,700,69100,200600
hh_with_children,percentiles_91_95,2001,258300,2800,261000,700,65200,196600
hh_with_children,percentiles_91_95,2002,251400,2800,254200,900,61300,193900
hh_with_children,percentiles_91_95,2003,255400,2900,258400,900,58500,200700
hh_with_children,percentiles_91_95,2004,265600,2600,268300,900,61500,207700
hh_with_children,percentiles_91_95,2005,275500,2300,277800,1200,64800,214200
hh_with_children,percentiles_91_95,2006,286600,2600,289200,1000,67800,222400
hh_with_children,percentiles_91_95,2007,297600,2700,300300,1100,70100,231200
hh_with_children,percentiles_91_95,2008,284400,2500,286900,1300,65100,223100
hh_with_children,percentiles_91_95,2009,274800,4500,279300,1700,62000,219000
hh_with_children,percentiles_91_95,2010,277800,3800,281600,1500,64000,219000
hh_with_children,percentiles_91_95,2011,279300,4100,283400,1300,62500,222200
hh_with_children,percentiles_91_95,2012,288700,3600,292300,1200,66100,227300
hh_with_children,percentiles_91_95,2013,298400,3700,302100,1300,73100,230300
hh_with_children,percentiles_91_95,2014,305900,3300,309200,1500,76700,234000
hh_with_children,percentiles_91_95,2015,316900,4100,321000,2100,79800,243200
hh_with_children,percentiles_91_95,2016,318900,3900,322800,2200,80200,244800
hh_with_children,percentiles_91_95,2017,327700,3100,330800,2200,82700,250300
hh_with_children,percentiles_91_95,2018,334300,3500,337700,1800,77000,262400
hh_with_children,percentiles_91_95,2019,343600,3500,347100,2200,79700,269600
hh_with_children,percentiles_91_95,2020,352200,5200,357400,5500,79900,283000
hh_with_children,percentiles_91_95,2021,366800,3800,370600,4500,85300,289800
hh_with_children,percentiles_96_99,1979,257700,1800,259600,400,68000,191900
hh_with_children,percentiles_96_99,1980,250700,1900,252600,400,66700,186300
hh_with_children,percentiles_96_99,1981,250300,1900,252200,400,65400,187200
hh_with_children,percentiles_96_99,1982,250300,2000,252300,400,60200,192400
hh_with_children,percentiles_96_99,1983,258500,1600,260100,400,59700,200800
hh_with_children,percentiles_96_99,1984,275000,1900,276800,400,63000,214100
hh_with_children,percentiles_96_99,1985,278300,1300,279600,400,62800,217200
hh_with_children,percentiles_96_99,1986,309600,1300,310800,300,71300,239900
hh_with_children,percentiles_96_99,1987,300700,1400,302100,400,75800,226700
hh_with_children,percentiles_96_99,1988,313800,1800,315600,300,78400,237500
hh_with_children,percentiles_96_99,1989,314400,1600,316100,300,78000,238300
hh_with_children,percentiles_96_99,1990,313200,1700,314900,400,78000,237300
hh_with_children,percentiles_96_99,1991,310800,1900,312700,800,80000,233500
hh_with_children,percentiles_96_99,1992,318800,2700,321500,600,82400,239600
hh_with_children,percentiles_96_99,1993,321500,1900,323400,600,87400,236500
hh_with_children,percentiles_96_99,1994,326600,1900,328600,700,90200,239100
hh_with_children,percentiles_96_99,1995,341900,2600,344400,700,95200,249900
hh_with_children,percentiles_96_99,1996,364700,2500,367100,400,102900,264700
hh_with_children,percentiles_96_99,1997,387600,1700,389200,400,110800,278900
hh_with_children,percentiles_96_99,1998,413500,1900,415400,600,118000,298000
hh_with_children,percentiles_96_99,1999,435600,1300,436900,400,127300,310100
hh_with_children,percentiles_96_99,2000,443400,2200,445600,500,129800,316300
hh_with_children,percentiles_96_99,2001,419100,2100,421200,800,116900,305100
hh_with_children,percentiles_96_99,2002,404300,2000,406300,700,109500,297500
hh_with_children,percentiles_96_99,2003,413300,1800,415000,800,108100,307800
hh_with_children,percentiles_96_99,2004,435200,2300,437500,1100,115500,323100
hh_with_children,percentiles_96_99,2005,472100,2200,474300,1000,128200,347100
hh_with_children,percentiles_96_99,2006,491700,2000,493700,900,133400,361200
hh_with_children,percentiles_96_99,2007,511100,2100,513200,1100,137200,377000
hh_with_children,percentiles_96_99,2008,466400,2300,468800,1100,122200,347600
hh_with_children,percentiles_96_99,2009,437500,3100,440600,1100,113100,328600
hh_with_children,percentiles_96_99,2010,451500,2900,454500,1100,119300,336300
hh_with_children,percentiles_96_99,2011,460000,3100,463100,1200,120000,344300
hh_with_children,percentiles_96_99,2012,486500,2300,488800,1100,128600,361400
hh_with_children,percentiles_96_99,2013,492200,3400,495600,1100,138500,358200
hh_with_children,percentiles_96_99,2014,516100,3200,519300,1200,148200,372300
hh_with_children,percentiles_96_99,2015,533000,3200,536300,1600,153300,384600
hh_with_children,percentiles_96_99,2016,531300,2600,533800,1800,152700,383000
hh_with_children,percentiles_96_99,2017,554300,3000,557300,1600,158900,400100
hh_with_children,percentiles_96_99,2018,565900,2200,568100,1400,148000,421400
hh_with_children,percentiles_96_99,2019,579400,2300,581700,1500,152800,430300
hh_with_children,percentiles_96_99,2020,591200,3500,594700,4700,155700,443700
hh_with_children,percentiles_96_99,2021,651400,2700,654100,2900,177200,479800
hh_with_children,top_1_percent,1979,722900,1500,724500,500,227600,497400
